session_id,label,seq,mac,rssi,channel,len,device_ts,host_ts,noise_floor,fft_gain,agc_gain,iq
c32ca075-36c2-4009-bd69-9ae2c5de2208,pc2_empty_1,111650,1a:00:00:00:00:00,-44,11,234,670183,2026-09-01 15:43:31.704194-04:00,-98,18,30,"{5,8,4,6,5,6,5,3,6,0,6,0,9,-1,9,-2,10,-3,10,-5,10,-6,9,-6,10,-8,10,-8,8,-11,6,-11,6,-13,3,-13,2,-16,1,-16,0,-17,-2,-17,-4,-17,-7,-17,-9,-19,-12,-17,-14,-18,-16,-20,-19,-19,-21,-17,-23,-18,-27,-16,-27,-15,-30,-14,-31,-12,-34,-11,-35,-7,-37,-6,-37,-4,-39,0,-40,0,-38,5,-39,7,-37,11,-38,16,-38,18,-36,25,-36,28,-33,31,-31,34,-31,40,-28,40,-29,45,-27,46,-23,49,-21,51,-19,53,0,0,0,0,0,0,53,13,51,12,49,11,44,11,42,7,42,9,35,6,34,6,30,4,27,6,21,7,20,9,18,8,13,7,12,8,10,11,6,10,3,11,1,13,0,14,-1,14,-4,14,-4,15,-6,15,-5,14,-6,14,-4,15,-2,17,-1,17,3,17,2,17,4,18,6,19,7,20,9,18,13,21,13,21,14,21,17,23,17,22,17,19,21,19,20,19,21,18,22,18,22,14,24,13,23,12,24,12,24,9,24,7,23,6,23,6,22,3,22,3,22,1,21,1}"
c32ca075-36c2-4009-bd69-9ae2c5de2208,pc2_empty_1,111651,1a:00:00:00:00:00,-44,11,234,681183,2026-09-01 15:43:31.733811-04:00,-98,18,30,"{3,7,3,7,4,6,5,5,5,4,8,1,10,1,9,0,11,0,11,0,12,-1,11,-3,12,-3,11,-4,11,-4,11,-8,11,-10,11,-9,11,-11,9,-11,10,-14,8,-15,10,-17,6,-18,6,-19,5,-22,5,-24,3,-25,4,-26,1,-26,0,-30,0,-32,-1,-30,-4,-33,-5,-32,-6,-36,-7,-37,-9,-37,-11,-37,-12,-37,-14,-35,-16,-36,-18,-36,-20,-35,-23,-34,-26,-33,-29,-29,-32,-30,-34,-32,-37,-30,-42,-30,-40,-27,-43,-27,-44,-25,-46,-26,-48,-27,-47,-27,0,0,0,0,0,0,-28,47,-25,47,-24,42,-23,40,-21,36,-21,33,-22,31,-21,29,-20,26,-18,22,-17,17,-16,13,-15,10,-15,8,-13,4,-13,1,-12,-2,-12,-2,-10,-7,-8,-11,-7,-13,-6,-12,-6,-14,-5,-13,-6,-13,-8,-15,-7,-14,-7,-14,-8,-13,-10,-13,-10,-15,-11,-16,-12,-14,-13,-12,-15,-14,-18,-13,-19,-14,-21,-14,-21,-16,-21,-16,-22,-16,-24,-15,-24,-15,-23,-13,-22,-14,-22,-14,-23,-13,-23,-11,-23,-12,-24,-10,-22,-9,-23,-9,-21,-8,-21,-7,-21,-7,-20,-6,-21,-7}"
c32ca075-36c2-4009-bd69-9ae2c5de2208,pc2_empty_1,111652,1a:00:00:00:00:00,-44,11,234,692183,2026-09-01 15:43:31.736771-04:00,-98,18,30,"{-6,5,-6,5,-3,6,-1,6,-1,7,0,7,3,9,3,9,5,9,5,12,6,10,6,9,7,10,8,10,9,8,10,7,11,7,13,6,15,8,17,7,17,6,17,5,18,1,20,0,22,0,21,-2,23,-3,24,-3,27,-5,27,-8,26,-8,29,-10,31,-12,33,-13,32,-16,32,-16,33,-18,32,-20,33,-21,33,-22,30,-22,29,-25,29,-26,27,-28,27,-32,26,-32,22,-35,22,-37,21,-39,19,-43,19,-46,19,-47,19,-50,19,-49,15,-50,14,-51,13,-53,0,0,0,0,0,0,-47,-14,-49,-15,-47,-16,-43,-17,-40,-16,-38,-16,-33,-13,-32,-14,-28,-13,-22,-17,-21,-15,-17,-14,-13,-14,-7,-12,-5,-15,-5,-13,1,-12,3,-11,8,-10,8,-11,10,-10,12,-10,15,-6,15,-7,15,-8,13,-7,15,-9,14,-6,13,-9,13,-11,13,-12,14,-14,14,-15,13,-15,13,-16,15,-18,14,-20,16,-20,13,-22,15,-23,15,-22,14,-24,17,-23,14,-22,14,-24,12,-23,12,-24,12,-24,12,-22,12,-24,8,-22,8,-22,8,-23,7,-23,6,-21,5,-21,6,-19}"
c32ca075-36c2-4009-bd69-9ae2c5de2208,pc2_empty_1,111653,1a:00:00:00:00:00,-44,11,234,703183,2026-09-01 15:43:31.739409-04:00,-98,18,30,"{-7,2,-7,2,-7,3,-5,5,-3,6,-5,9,-2,10,-2,10,-3,11,0,12,-3,12,-2,11,1,11,3,11,4,12,3,12,5,13,5,14,8,14,8,14,11,14,12,13,13,12,16,13,17,13,18,12,20,12,23,12,24,12,25,11,25,11,31,11,31,11,33,9,36,9,34,8,36,8,36,7,39,7,38,6,40,3,38,1,40,0,40,-3,42,-3,42,-6,41,-10,43,-14,45,-13,43,-15,46,-19,46,-22,48,-25,48,-25,46,-26,48,-25,48,-24,0,0,0,0,0,0,-24,-47,-21,-45,-18,-44,-19,-42,-18,-37,-16,-38,-10,-36,-8,-35,-6,-28,-5,-28,-2,-24,-1,-21,3,-19,5,-15,5,-14,7,-11,10,-8,10,-5,14,-2,12,0,12,2,13,5,16,6,14,5,16,6,15,8,14,7,16,7,17,6,17,5,17,5,17,3,20,3,21,0,20,0,24,-2,23,0,26,1,27,0,27,1,28,1,28,0,28,-2,28,-1,28,-1,25,-1,28,-1,26,-4,26,-3,26,-3,25,-3,22,-4,23,-4,23,-4,22,-8,20,-6,22,-5}"
c32ca075-36c2-4009-bd69-9ae2c5de2208,pc2_empty_1,111654,1a:00:00:00:00:00,-44,11,234,714183,2026-09-01 15:43:31.741903-04:00,-98,17,30,"{-7,2,-8,3,-5,4,-5,3,-2,6,-4,6,-3,9,-3,9,-1,11,0,10,-3,12,-1,12,0,11,1,12,3,11,3,14,4,13,4,14,8,14,8,12,10,15,10,13,11,13,14,13,16,14,16,13,19,13,21,15,22,13,24,12,26,15,28,13,28,12,32,13,32,13,34,13,34,12,35,12,36,12,37,10,38,9,36,7,39,4,38,3,40,0,40,-2,40,-7,42,-5,46,-7,47,-10,47,-9,47,-14,49,-16,50,-16,50,-16,49,-16,51,-15,0,0,0,0,0,0,-13,-49,-11,-48,-8,-45,-11,-46,-7,-42,-6,-39,-3,-35,-1,-34,0,-31,1,-28,2,-23,5,-21,5,-18,9,-14,9,-10,9,-8,12,-5,11,-2,13,1,11,4,11,6,12,7,13,9,13,11,12,10,12,10,11,10,13,9,14,10,14,9,14,10,14,9,17,8,17,5,19,8,22,8,22,6,24,9,25,11,25,8,25,9,26,8,26,10,26,8,27,9,24,9,26,8,24,7,24,8,23,5,24,5,22,5,22,4,23,4,21,4,20,4,21,3}"
c32ca075-36c2-4009-bd69-9ae2c5de2208,pc2_empty_1,111659,1a:00:00:00:00:00,-44,11,234,769183,2026-09-01 15:43:31.744464-04:00,-98,18,30,"{-8,-5,-7,-3,-5,-1,-7,-2,-6,1,-8,3,-8,4,-9,6,-9,7,-9,6,-10,7,-10,8,-8,8,-9,9,-8,9,-6,11,-7,13,-6,13,-3,15,-2,16,-2,16,0,17,1,18,3,20,4,20,6,21,7,24,8,24,10,25,12,22,13,27,15,28,17,27,16,29,19,30,20,30,22,30,23,30,25,30,27,29,28,29,29,24,30,25,31,25,34,22,36,20,39,17,40,16,45,17,48,15,50,15,49,10,52,11,52,9,52,9,54,9,54,9,0,0,0,0,0,0,10,-54,10,-52,9,-49,8,-44,10,-44,9,-40,13,-37,12,-35,12,-31,11,-26,12,-22,12,-18,11,-15,13,-12,12,-9,12,-3,13,-2,13,0,12,3,10,8,10,10,9,10,11,10,10,12,10,13,10,11,9,12,11,13,11,12,10,11,11,13,15,12,16,10,17,9,18,12,20,10,19,11,21,11,24,12,25,13,26,13,26,11,25,13,24,10,24,11,25,10,24,11,25,8,24,9,24,9,23,6,23,7,23,5,22,5,22,5,22,5,20,4}"
c32ca075-36c2-4009-bd69-9ae2c5de2208,pc2_empty_1,111673,1a:00:00:00:00:00,-44,11,234,923182,2026-09-01 15:43:31.746922-04:00,-98,17,30,"{-8,-3,-7,-2,-5,1,-6,2,-5,4,-5,5,-6,6,-7,9,-6,8,-6,11,-7,10,-6,10,-4,10,-1,11,-3,12,-2,14,0,13,1,15,2,15,4,16,5,16,6,16,7,16,11,15,12,17,14,17,17,18,16,19,20,18,21,17,21,17,25,18,27,16,30,17,30,16,33,17,33,16,35,14,38,12,35,12,36,12,38,9,36,8,39,3,42,1,42,0,43,-5,42,-6,43,-8,47,-11,47,-14,49,-17,48,-18,48,-21,49,-22,48,-22,50,-21,0,0,0,0,0,0,-22,-47,-20,-44,-18,-43,-19,-42,-17,-40,-17,-38,-13,-35,-10,-32,-8,-31,-7,-27,-6,-23,-3,-21,-1,-19,2,-16,2,-17,5,-12,8,-11,11,-8,11,-6,11,-1,11,-1,13,1,16,1,15,2,16,1,15,3,15,2,15,2,17,0,15,-1,16,-1,18,-2,18,-4,19,-6,19,-5,22,-9,23,-9,25,-7,25,-11,26,-10,24,-11,25,-11,23,-12,23,-12,25,-13,22,-12,24,-12,22,-13,21,-13,21,-13,20,-15,18,-13,17,-15,17,-15,17,-16,16,-14,16,-14}"
c32ca075-36c2-4009-bd69-9ae2c5de2208,pc2_empty_1,111680,1a:00:00:00:00:00,-44,11,234,1000182,2026-09-01 15:43:31.749454-04:00,-98,17,30,"{8,0,7,-1,6,-3,5,-3,4,-7,3,-6,2,-6,2,-8,2,-9,0,-12,1,-11,1,-11,-1,-12,-3,-11,-4,-14,-5,-13,-7,-10,-7,-11,-10,-12,-10,-12,-14,-11,-14,-11,-15,-12,-16,-10,-20,-8,-19,-6,-23,-5,-26,-5,-27,-4,-27,-3,-27,-3,-32,-1,-33,-1,-32,0,-35,3,-36,5,-37,5,-36,9,-37,8,-37,10,-35,13,-35,15,-35,18,-32,18,-33,23,-32,26,-31,29,-31,32,-28,33,-28,36,-27,40,-26,41,-27,45,-28,46,-22,46,-24,48,-20,46,0,0,0,0,0,0,47,18,44,17,44,17,42,20,39,17,37,15,33,15,29,16,25,13,24,15,19,15,16,15,14,14,9,12,8,14,6,12,0,12,-3,10,-5,11,-5,10,-7,9,-10,9,-13,9,-13,8,-13,8,-13,9,-12,10,-12,10,-12,12,-10,14,-11,13,-9,16,-11,18,-8,18,-7,20,-9,22,-8,22,-9,23,-9,24,-8,27,-8,26,-6,25,-8,27,-7,29,-5,26,-3,27,-4,25,-1,26,-1,26,0,25,0,26,1,23,2,23,2,24,2,23,3,21,2,21}"
c32ca075-36c2-4009-bd69-9ae2c5de2208,pc2_empty_1,111681,1a:00:00:00:00:00,-44,11,234,1011182,2026-09-01 15:43:31.751922-04:00,-98,17,30,"{1,-7,1,-5,0,-7,-2,-5,-4,-5,-5,-3,-7,-4,-9,-3,-10,-4,-9,-5,-12,-4,-12,-4,-12,-4,-11,-3,-10,-3,-12,2,-13,1,-13,4,-14,3,-13,6,-15,8,-14,10,-13,12,-14,13,-12,13,-13,16,-13,19,-14,20,-12,23,-13,23,-11,26,-11,28,-12,29,-11,31,-8,33,-7,34,-9,36,-5,38,-4,38,-3,38,-2,38,0,39,3,39,6,40,8,39,11,38,14,38,17,41,21,41,24,40,25,42,28,39,31,42,31,41,34,40,35,40,35,40,0,0,0,0,0,0,39,-36,37,-33,35,-33,34,-28,32,-25,32,-24,30,-23,28,-22,26,-18,24,-15,21,-9,20,-8,17,-6,16,-4,13,1,14,3,11,5,11,5,8,9,6,12,5,13,4,14,3,14,3,13,2,15,2,15,5,14,3,14,5,15,6,16,7,17,8,17,9,16,11,15,12,18,15,18,16,19,17,20,18,20,20,21,19,20,20,21,20,19,19,18,20,18,21,16,21,16,19,16,21,14,21,14,24,14,21,12,21,11,22,11,20,11,20,9,20,9}"
c32ca075-36c2-4009-bd69-9ae2c5de2208,pc2_empty_1,111686,1a:00:00:00:00:00,-44,11,234,1068148,2026-09-01 15:43:31.754270-04:00,-98,18,30,"{-4,-7,-5,-5,-6,-3,-6,-2,-7,0,-7,0,-7,4,-6,5,-8,5,-8,8,-9,8,-6,8,-7,8,-6,11,-3,11,-1,12,1,13,2,14,3,14,6,12,6,15,8,14,11,14,14,14,15,14,18,10,22,12,23,12,25,10,25,8,27,6,32,4,33,4,34,2,36,-1,35,-4,37,-6,37,-11,37,-11,38,-13,36,-17,34,-19,34,-23,31,-26,29,-29,27,-32,24,-38,21,-40,19,-43,14,-47,13,-49,10,-48,8,-53,8,-50,1,-55,-2,-54,-4,-55,0,0,0,0,0,0,-53,12,-51,12,-46,13,-45,10,-40,10,-38,11,-36,10,-33,10,-29,10,-26,5,-23,5,-22,3,-19,1,-15,1,-16,-3,-12,-5,-10,-6,-9,-8,-7,-10,-5,-12,-7,-12,-5,-14,-2,-14,-2,-13,-3,-15,-5,-15,-6,-15,-7,-14,-7,-14,-9,-13,-12,-13,-13,-13,-14,-12,-16,-11,-18,-10,-20,-10,-23,-10,-24,-12,-26,-8,-27,-8,-26,-7,-27,-5,-28,-5,-28,-4,-28,-2,-28,0,-26,0,-26,3,-25,6,-23,6,-25,8,-23,8,-22,8,-20,11,-21,12,-18,11,-19,12}"
